service_id;monday;tuesday;wednesday;thursday;friday;saturday;sunday;start_date;end_date
72024120120250627;0;0;0;0;0;0;1;20241201;20250627
72024122220250322;0;0;0;0;0;0;1;20241222;20250322
72024122220250323;0;0;0;0;0;0;1;20241222;20250323
72024122620250322;0;0;0;0;0;0;1;20241226;20250322
72024122620250323;0;0;0;0;0;0;1;20241226;20250323
92024090920250627;1;1;1;1;1;1;0;20240909;20250627
92024102120250627;1;1;1;1;1;1;0;20241021;20250627
302024090920250627;0;0;0;0;0;0;0;20240909;20250627
302024102120250627;0;0;0;0;0;0;0;20241021;20250627
322024090920250627;1;1;1;1;1;1;0;20240909;20250627
352024090920250627;0;0;0;0;0;0;0;20240909;20250627
402024090920250627;0;0;0;0;1;0;0;20240909;20250627
412024090920250627;0;0;1;0;0;0;0;20240909;20250627
502024090920250627;0;0;0;1;0;0;0;20240909;20250627
822024090920250627;0;0;0;0;0;1;0;20240909;20250627
822024091420250627;0;0;0;0;0;1;0;20240914;20250627
822024091820250627;0;0;0;0;0;1;0;20240918;20250627
822024102120250627;0;0;0;0;0;1;0;20241021;20250627
4512024090920250627;0;0;0;0;0;1;0;20240909;20250627
4512024091420250627;0;0;0;0;0;1;0;20240914;20250627
4512024092520250627;0;0;0;0;0;1;0;20240925;20250627
4512024093020241130;0;0;0;0;0;1;0;20240930;20241130
4512024102120250627;0;0;0;0;0;1;0;20241021;20250627
4512024120120250627;0;0;0;0;0;1;0;20241201;20250627
5552024090920250627;0;1;1;0;1;0;0;20240909;20250627
5902024090920250627;1;1;1;1;1;0;0;20240909;20250627
5902024102120250627;1;1;1;1;1;0;0;20241021;20250627
5902024122320250214;1;1;1;1;1;0;0;20241223;20250214
5902024122420250214;1;1;1;1;1;0;0;20241224;20250214
6202024090920250627;1;1;1;1;1;1;0;20240909;20250627
6202024120820250316;1;1;1;1;1;1;0;20241208;20250316
6212024120820250316;0;0;0;0;0;0;1;20241208;20250316
6222024120820250316;1;1;1;1;1;0;0;20241208;20250316
6232024120820250316;0;0;0;0;0;1;0;20241208;20250316
6232024121820250316;0;0;0;0;0;1;0;20241218;20250316
6272024090920250627;0;1;0;0;0;0;0;20240909;20250627
6362024090920250627;0;0;0;0;1;0;0;20240909;20250627
6362024101820250627;0;0;0;0;1;0;0;20241018;20250627
6372024090920250627;1;1;1;1;0;0;0;20240909;20250627
6462024090920250627;0;0;0;0;0;1;0;20240909;20250627
6512024090920250627;1;0;0;0;0;0;0;20240909;20250627
6532024090920250627;1;0;0;1;0;0;0;20240909;20250627
6552024090920250627;0;1;0;0;0;0;0;20240909;20250627
6562024090920250627;0;0;0;1;0;0;0;20240909;20250627
6572024090920250627;0;0;1;0;0;0;0;20240909;20250627
6782024090920250627;0;1;1;1;1;0;0;20240909;20250627
